path,bytes,sha256,component,version,source,license,terms,modification,delivery,required_notices,status
bashi-privacy-app/python-3.12.10-embed-amd64/_queue.pyd,33784,48e76e0ad63f6932b4a77b5819f41c1e7595636ca8d9e824f0943a14b8bb5035,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_socket.pyd,85496,3efa4636cf9e350856f6927d67a4c2564bf9bd2758a00bbf17d3aece5b60016d,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_sqlite3.pyd,126184,64b51df2805c58b023a875e8ae3be7ac7f61ef664f32ca6c90f6315da47ef0bc,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_ssl.pyd,179432,0bc527d2dbc50009f43b2ed5d5982c4f63f4b647647ffa9eda612dcda80f6040,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_uuid.pyd,27128,acce4f281d7ffb2dec0997527faf25b1df62ad7bd3032c568ddcf65c90edc867,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_wmi.pyd,40304,a980f1e7a29842bd946863fc2693fbeb555a9dc0f9e1630dfed9a2fcdef3ece2,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/python-3.12.10-embed-amd64/_zoneinfo.pyd,49656,76f1439cda82ab6976df6ba505c4079444703f6d44d8b0259ce59c0ff4279fb4,python-3.12.10-bundle,3.12.10,https://www.python.org/ftp/python/3.12.10/python-3.12.10-embed-amd64.zip,PSF and included third-party terms; OpenSSL 3.0.16 Apache-2.0,THIRD_PARTY.md and licenses/README.md; pending where stated,35/35 identical to official archive,A,retain Python composite LICENSE; add OpenSSL license; review MS runtime terms,阻断
bashi-privacy-app/static/audio/,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,directory,n/a,n/a,n/a,THIRD_PARTY.md and licenses/README.md; pending where stated,not-a-file,A,no-license-required,已核实
bashi-privacy-app/static/uploads/,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,directory,n/a,n/a,n/a,THIRD_PARTY.md and licenses/README.md; pending where stated,not-a-file,A,no-license-required,已核实
bashi-privacy-app/static/audio/style_previews/manifest.json,23269,8c0999a7e2cb1d5da61c5008d5f8b3a74d007d3d33b9b4705d9f88e046062d17,style-preview-manifest,0.1.4,bundled manifest,project MIT for metadata; audio rights separate,THIRD_PARTY.md and licenses/README.md; pending where stated,project metadata,A,retain provenance and distinguish text metadata from audio grant,已核实
bashi-privacy-app/static/audio/style_previews/aiden/briefing.mp3,28173,4260616e81559d8c2e45a2b8455c5f28705f4f232038d964fde2ec47cae7e2d3,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/aiden/classic_recitation.mp3,33837,d91610e6f7972779f112c134a80bf2c2218ea4fc834a2761837688c5de2becf8,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/aiden/clear_slow_reading.mp3,43509,503203a67c1e5e77171140ef7beef99f8e51fd37f3be7474edec86484eadbecc,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/aiden/language_class.mp3,59085,427194356114b4fdfa2e1358dd383ca4e8580c40406120da35d53e5da15d6504,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/aiden/standard_reading.mp3,35469,7da3975e5c394b25e4bea601412e0dfe6da09feea55bc38afe274cb361cb7e22,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/dylan/briefing.mp3,28053,6222d045e227db91f5a11ff7a6e6bfc17a57a32a5f76d510329eb8bd4c4e1cda,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/dylan/classic_recitation.mp3,33261,d71abf6ae53988233619a3db49ef2beccd83cc1b59410ae6169cf298c08ad973,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/dylan/clear_slow_reading.mp3,42477,871dc0c08f95ea1296081acff97376ae288df9d05bf202c5796036901cb3ebc9,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/dylan/language_class.mp3,47589,9dba3c48e49b776a634b800ea7022773e419a6876f0b855680e48cc03d9b732b,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/dylan/standard_reading.mp3,31773,e4c4f5f72cfacf59846aae3a33a7648157d2f5484593d814296bfa718d902946,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/eric/briefing.mp3,26901,dcae7ead417a738a9e949b41c151f2904b1da49f7a40ed1dbbcd3a10eb301070,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/eric/classic_recitation.mp3,32949,28b2b1da65f5196065ee0811780dd961352212efe7e1707e080fb3b5e161deba,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/eric/clear_slow_reading.mp3,37197,62da4c32b162d5bc8550067ccbc1511f70edb62360ce1d06fe6644b900964c5c,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/eric/language_class.mp3,31149,29a9b55e5c23e599615c3d4ea3b3ae1d45d60bb591f3bc4b4642ce94af5486ed,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/eric/standard_reading.mp3,28269,e08e13fec217598256128f6cf8eb8f3fb9d893aad8d4a82ab32820ea7df6bea9,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ono_anna/briefing.mp3,45573,1d0cab759dcea7b92d4cc24fc8f7102cd0912fa030e895fae4d1b188d37d1be7,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ono_anna/classic_recitation.mp3,40221,cb32bf62e5fbd1e7828f726117413f972b28e0d9c7ae02b163beefa66ae94f19,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ono_anna/clear_slow_reading.mp3,40749,f701d625e6813da40f0967a44c43890c825873f21fcb2f3c72c0ef349162681c,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ono_anna/language_class.mp3,63405,2cf3ec66ffd4e1765c02ff7f8747a63afc761aa267280e91033bc81b41a4156d,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ono_anna/standard_reading.mp3,37773,2baeb4975694a52fdac0ce8d2101dd3fa73a12f75a524d166698b4af291b702e,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ryan/briefing.mp3,35205,5ffa0d5ba55e7420a5b7738dc640519a7ec2b1e9e018eb0bc07a8f2920218f44,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ryan/classic_recitation.mp3,46389,df5f5c1b5f34e3ef6c111cede7215f8912f9df4858be3e1283001fe2a86e3da4,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ryan/clear_slow_reading.mp3,58869,4c1579a61e4a961352196de644e0b90946413966a012edb0c2c3749dd759f12d,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ryan/language_class.mp3,72381,5dfbeeecdf7e95b3cfb9a479e675b55beb5d984810bd1e2f8f02384e282de263,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/ryan/standard_reading.mp3,63453,d4c4960904489e3f4f2a5c59f4341b820ed2949fbebee12ddf3b2bf25faf1e05,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/serena/briefing.mp3,27501,7e60dbc5d6d281cec2d8e8f5431eef5fac2ac512c505e42c1eee5be8aa00b64d,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/serena/classic_recitation.mp3,31317,c2de808e94f6caf8a9dd7900d327c309ebb12baa4b561391156cdc6c2306d061,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/serena/clear_slow_reading.mp3,37293,1a3eb91e1296b9523624c2a395c8e711d6b68eb338fc4e528938b0ec37c11ef2,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/serena/language_class.mp3,36405,e3da714337d8f173303047d2b6bf257a3205f77074d302c62c2b02f5bb8b2d6c,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/serena/standard_reading.mp3,33645,fa7a7a7e70165cd55e19fc7c715dfee381701c22ac887544130bab19b2ad7485,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/sohee/briefing.mp3,53133,e1463d37ef98028e0677b829234a7f02eaf8e45fe2d029585e180057b47f96d2,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/sohee/classic_recitation.mp3,52509,889ad76835eb0dd101a5b498edd7d125e48c3a47927a1ef562314825cd5367c7,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/sohee/clear_slow_reading.mp3,72405,a782adc76316bc85906f1dc055538845174f17467d52bc15d4b109e0d5a4a54e,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/sohee/language_class.mp3,69765,ec4c881e1d08eaa97649464c9c97cfe07c5cdf5da014c6efd7419faea0fef119,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/sohee/standard_reading.mp3,59085,26f2850fb6786b94b39def304d6e38c76b5b542a2f3279342e20ebc6c65128b3,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/uncle_fu/briefing.mp3,32013,da95c138bb71e12ade26cfa23a579a0999518981f3ef2769b0c70cec06ad6e7d,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/uncle_fu/classic_recitation.mp3,34533,e3db862008f22ce54dac3985b3576c90fc49adfc1806cf1bf81b92257a246397,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/uncle_fu/clear_slow_reading.mp3,40365,e80e6a87df52e0df6a0ac6dfba51d47cdd2a36cb3c75571072c3c140ef3c9bfa,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/uncle_fu/language_class.mp3,46725,1874daa177430d4b3b67a4ea78afca5fa4986b14f455a2956e8b562f600a3a9f,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/uncle_fu/standard_reading.mp3,33285,dcaaaa585a9798fc8632c0a7649fcbb087a04fe1179b9df9559ea9da257836e0,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/vivian/briefing.mp3,29493,e9405f43e428975169631746369ec28212ec67857d8ff01e39a6b8c1c35e4243,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/vivian/classic_recitation.mp3,41661,b7a890109aae0da2930840317b2a2d1afee3d76d41ea3e777b5b726bc844cba4,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/vivian/clear_slow_reading.mp3,41997,38cac545c5b336a52bc06e050e3dd5fd89d2bb77cfaa7b7d4bc9d7a26f718fa9,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/vivian/language_class.mp3,92709,90ae04352778fdcf1f563df6840aef417b93fe8d97030e9b64f9f15fe4483508,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/audio/style_previews/vivian/standard_reading.mp3,32565,f4e20109c118872546fee6ec2cecd631ae0f9d8a20cbec5d03f9593e429aa756,style-preview-audio,0.1.4 released preview set,maintainer declaration 2026-09-12; bundled manifest,generated-output rights review pending,THIRD_PARTY.md and licenses/README.md; pending where stated,generated with CustomVoice; exact historical settings incomplete,A,record maintainer declaration; do not equate model license with output title,待核实
bashi-privacy-app/static/css/style.css,51768,febccb13dae221f9cf100a7d8018e4fa26e9ebba232a1f8227e8e083c463cfe4,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/static/images/alipay.jpg,100065,279dcaaab4c86c30f62da81a1107d280ae05946a39b54475abf6449c4714bf20,image-assets,0.1.4,maintainer declaration 2026-09-12,maintainer-created or tool-generated; exact tool terms pending,THIRD_PARTY.md and licenses/README.md; pending where stated,four declared images; favicon.ico not declared,A,no ownership inference from filename; no payment identifiers exported in inventory,待核实
bashi-privacy-app/static/images/bashi_logo_v2.jpg,121802,684a2d5bca6c7ff247fab6b52625b46696be7cc048b04efded55e81089f4a1c8,image-assets,0.1.4,maintainer declaration 2026-09-12,maintainer-created or tool-generated; exact tool terms pending,THIRD_PARTY.md and licenses/README.md; pending where stated,four declared images; favicon.ico not declared,A,no ownership inference from filename; no payment identifiers exported in inventory,待核实
bashi-privacy-app/static/images/favicon.ico,202363,5f0013e39eb47c976956b063f3bb484b2fd6becd5ea5af70e5293a5ebeb8d1c2,image-assets,0.1.4,maintainer declaration 2026-09-12,maintainer-created or tool-generated; exact tool terms pending,THIRD_PARTY.md and licenses/README.md; pending where stated,four declared images; favicon.ico not declared,A,no ownership inference from filename; no payment identifiers exported in inventory,待核实
bashi-privacy-app/static/images/favicon.png,72764,bcdf16092fdcbf8fa00496654933cd421a158951f876fad06aaf76d4c2fafac6,image-assets,0.1.4,maintainer declaration 2026-09-12,maintainer-created or tool-generated; exact tool terms pending,THIRD_PARTY.md and licenses/README.md; pending where stated,four declared images; favicon.ico not declared,A,no ownership inference from filename; no payment identifiers exported in inventory,待核实
bashi-privacy-app/static/images/wechat-pay.png,97922,7f8a3331737181c8b629816eeef2dd4466d9d7376a289db6724c024fa56c4e51,image-assets,0.1.4,maintainer declaration 2026-09-12,maintainer-created or tool-generated; exact tool terms pending,THIRD_PARTY.md and licenses/README.md; pending where stated,four declared images; favicon.ico not declared,A,no ownership inference from filename; no payment identifiers exported in inventory,待核实
bashi-privacy-app/static/js/app.js,133838,52eadc932c637fdcec66b93b556a32be56fec5d3b038a4260d73b352aff75e8e,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
bashi-privacy-app/templates/index.html,40829,d56bd0ca4ac36c3f2440488fb9c0bc85ade61555720f44e99bc2716632e40f6f,bashi-code-and-docs,0.1.4,project-source-and-release,MIT; third-party portions retain their own terms,THIRD_PARTY.md and licenses/README.md; pending where stated,project-authored-or-assembled,A,retain project LICENSE; embedded manual fonts not yet inventoried,待核实
vulkan_backend_spike/Qwen3-TTS-GGUF/model-custom/,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,directory,n/a,n/a,n/a,THIRD_PARTY.md and licenses/README.md; pending where stated,not-a-file,A,no-license-required,已核实
vulkan_backend_spike/Qwen3-TTS-GGUF/readme.md,9173,6b28f1d57d7ad09f8ad460a8b07fa266159f2b72162a27de3ab19528d7ea05cd,qwen3-tts-gguf-source,dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,https://github.com/HaujetZhao/Qwen3-TTS-GGUF/tree/dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,pending: no root license found in pinned tree,THIRD_PARTY.md and licenses/README.md; pending where stated,26 normalized-equal; inference/llama.py modified,A,obtain applicable grant; nested Qwen/llama licenses do not cover whole repository,阻断
vulkan_backend_spike/Qwen3-TTS-GGUF/requirements.txt,227,30b6fa3edb107a16bd45d032866fde1b0270ec397ce2ecbd3a9eb6a09a476dfa,qwen3-tts-gguf-source,dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,https://github.com/HaujetZhao/Qwen3-TTS-GGUF/tree/dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,pending: no root license found in pinned tree,THIRD_PARTY.md and licenses/README.md; pending where stated,26 normalized-equal; inference/llama.py modified,A,obtain applicable grant; nested Qwen/llama licenses do not cover whole repository,阻断
vulkan_backend_spike/Qwen3-TTS-GGUF/qwen3_tts_gguf/__init__.py,1406,b72a56af8877de03e95618a80c363727dbc4cf6e1fd1dd60a2b9c340e6556b8a,qwen3-tts-gguf-source,dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,https://github.com/HaujetZhao/Qwen3-TTS-GGUF/tree/dc8950d7dd12d0aa9b9f3dda54d82ff2f8b0a4b2,pending: no root license found in pinned tree,THIRD_PARTY.md and licenses/README.md; pending where stated,26 normalized-equal; inference/llama.py modified,A,obtain applicable grant; nested Qwen/llama licenses do not cover whole repository,阻断
